fragments,num_positions,filled,cluster
[100He]C1C(=O)Oc2ccccc2C1=O,1,O=C1CC(=O)c2ccccc2O1,0
[100He]C1CC=CCC([100He])c2ccccc21,2,C1=CCCc2ccccc2CC1,0
[100He]C1N=c2ccccc2=N1,1,c1ccc2c(c1)=NCN=2,0
[100He]c1cccc2c1OC1CCCCC21,1,c1ccc2c(c1)OC1CCCCC21,0
[100He]C1=Nc2ccccc2C1[101He],2,C1=Nc2ccccc2C1,0
[100He]C1c2ccccc2-c2ccc3c(c21)C([101He])c1ccccc1-3,2,c1ccc2c(c1)Cc1c-2ccc2c1Cc1ccccc1-2,0
[100He]C1CC([100He])CC2(C1)Nc1cccc3ccc([101He])c(c13)N2,3,c1cc2c3c(cccc3c1)NC1(CCCCC1)N2,0
[100He]C1c2ccccc2-n2c1nc1ccccc12,1,c1ccc2c(c1)Cc1nc3ccccc3n1-2,0
[100He]N1CCN([101He])C2c3ccccc3-c3ccccc3C21,2,c1ccc2c(c1)-c1ccccc1C1NCCNC21,0
[100He]C1=Nc2ccccc2C2C=CC=CC12,1,C1=CC2C=Nc3ccccc3C2C=C1,0
[100He]C1=CC2c3ccccc3N([101He])C2c2ccccc21,2,C1=CC2c3ccccc3NC2c2ccccc21,0
[100He][Si]1([100He])c2cccc([101He])c2C2C=CC=CC21,3,C1=CC2[SiH2]c3ccccc3C2C=C1,0
[100He]C1C(=O)Nc2c1ccc1c3c(ccc21)C([100He])C(=O)N3,2,O=C1Cc2ccc3c4c(ccc3c2N1)CC(=O)N4,0
[100He]c1cccc2c1C1c3cccc([100He])c3C2c2c([100He])cccc21,3,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,0
[100He]C1c2ccccc2C1[100He],2,c1ccc2c(c1)CC2,0
[100He]N1C=CN2Cc3ccccc3C12,1,C1=CN2Cc3ccccc3C2N1,0
[100He]C1CCC([100He])c2ccccc21,2,c1ccc2c(c1)CCCC2,0
[100He]C1C(=O)c2ccccc2C(=O)C1[101He],2,O=C1CCC(=O)c2ccccc21,0
[100He]C1=C([100He])C([101He])c2ccccc21,3,C1=Cc2ccccc2C1,0
[100He]C1=CCC([101He])c2ccccc21,2,C1=Cc2ccccc2CC1,0
[100He]C1C(=O)Nc2ncccc21,1,O=C1Cc2cccnc2N1,0
[100He]N1[C]N([100He])C2c3cccc4cccc(c34)C21,2,[C]1NC2c3cccc4cccc(c34)C2N1,0
[100He]c1cccc2c1C1CCC2N1C,1,CN1C2CCC1c1ccccc12,0
[100He]C1CS(=O)(=O)c2cccc([101He])c2N1,2,O=S1(=O)CCNc2ccccc21,0
[100He]C1CN([101He])C(=O)c2cccc([102He])c2N1,3,O=C1NCCNc2ccccc21,0
[100He]C1CCc2ccccc21,1,c1ccc2c(c1)CCC2,0
[100He]C1c2ccc3ccccc3c2-c2ccccc2C1[101He],2,c1ccc2c(c1)CCc1ccc3ccccc3c1-2,0
[100He]C1c2ccccc2Sc2ccccc21,1,c1ccc2c(c1)Cc1ccccc1S2,0
[100He]C1C(=O)Nc2ccccc2C1=O,1,O=C1CC(=O)c2ccccc2N1,0
[100He]C1Cc2ccccc2Oc2ccccc21,1,c1ccc2c(c1)CCc1ccccc1O2,0
[100He]c1cccc2c1C1c3c([101He])cccc3C2c2cccc([101He])c21,3,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,0
[100He]C1=[SH]c2cccc3c2C1c1cccc2sc([101He])c-3c12,2,C1=[SH]c2cccc3c2C1c1cccc2scc-3c12,0
[100He]C1c2ccccc2Oc2cc([101He])ccc21,2,c1ccc2c(c1)Cc1ccccc1O2,0
[100He]C1=Cc2c([101He])cccc2C1[100He],3,C1=Cc2ccccc2C1,0
[100He]C1c2ccccc2-c2ccccc2C1[100He],2,c1ccc2c(c1)CCc1ccccc1-2,0
[100He]C1=CC2c3ccccc3-c3ccccc3C2C=C1,1,C1=CC2c3ccccc3-c3ccccc3C2C=C1,0
[100He]C1c2cccc3cccc(c23)C1[100He],2,c1cc2c3c(cccc3c1)CC2,0
[100He]C1=C2Sc3ccccc3C2CC=C1,1,C1=CCC2C(=C1)Sc1ccccc12,0
[100He]C1([101He])CC([101He])c2ccccc21,3,c1ccc2c(c1)CCC2,0
[100He]C1([101He])c2ccccc2C2C=CC=CC21,2,C1=CC2Cc3ccccc3C2C=C1,0
[100He]C1C=c2ccccc2=CC1,1,C1=c2ccccc2=CCC1,0
[100He]C1CC=Cc2c([101He])cccc21,2,C1=Cc2ccccc2CC1,0
[100He]C1c2ccccc2-c2cc3c([101He])c4cc5c(cc4c([101He])c3cc21)-c1ccccc1C5[100He],4,c1ccc2c(c1)Cc1cc3cc4cc5c(cc4cc3cc1-2)Cc1ccccc1-5,0
[100He]C1Cc2c1c1ccccc1c1ccccc21,1,c1ccc2c(c1)c1c(c3ccccc32)CC1,0
[100He]C1C=CC([101He])c2ccccc21,2,C1=CCc2ccccc2C1,0
[100He]C1c2ccccc2-c2cccc3cccc1c23,1,c1ccc2c(c1)Cc1cccc3cccc-2c13,0
[100He]C1c2ccccc2C([100He])C([101He])C1[101He],4,c1ccc2c(c1)CCCC2,0
[100He]c1cccc2c1Oc1ccccc1C1C=CC=CC21,1,C1=CC2c3ccccc3Oc3ccccc3C2C=C1,0
[100He]C1c2ccccc2C([100He])C1([100He])[101He],4,c1ccc2c(c1)CCC2,0
[100He]C1=CC2c3ccccc3N([101He])C2C2=C1CCC=C2,2,C1=CC2=C(C=CC3c4ccccc4NC23)CC1,0
[100He]C1CC=Cc2c1ccc1[nH]c3ccccc3c21,1,C1=Cc2c(ccc3[nH]c4ccccc4c23)CC1,0
[100He]C1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)OC3=O,1,O=C1CC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,0
[100He]C1Cc2cccc([101He])c21,2,c1ccc2c(c1)CC2,0
[100He]C1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)CC3=O,1,O=C1CC(=O)c2ccc3c4c(ccc1c24)C(=O)CC3=O,0
[100He]C1c2ccccc2NC1[101He],2,c1ccc2c(c1)CCN2,0
[100He]C1Cc2ccccc2-c2ccccc21,1,c1ccc2c(c1)CCc1ccccc1-2,0
[100He]C1CCc2ccccc2C1,1,c1ccc2c(c1)CCCC2,0
