smiles,homo,gap,lumo
Cc1c(C=CC=Cc2ccc(C=C3C(=O)c4c(csc4Cl)C3=C(C#N)C#N)[nH]2)ncc2c1n(C)c1c3c4nccnc4c4c5c(c6cnc(C=CC=Cc7ccc(C=C8C(=O)c9c(csc9Cl)C8=C(C#N)C#N)[nH]7)c(C)c6n5C)n(C)c4c3n(C)c21,-6.880561978202801,2.328,-1.9810976771802
N#Cc1cnc(Nc2cc(NCC3CCCNC3)c(CC(=O)CCC3CCNCC3)cn2)cn1,-8.3701131958398,4.303,-0.21521484436045
CC1(C)c2cscc2-n2c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3c3cccc1c32,-7.40593218936315,4.189,0.42120502918895
BrCc1ccc(CBr)c2nsnc12,-9.05575846494465,4.043,-1.3992638420411
c1ccc2c(c1)-c1ccccc1[Si]2(c1ccc2c(c1)-c1cc([Si]3(C4CCCCC4)c4ccccc4-c4ccccc43)ccc1C2)C1CCCCC1,-8.07043421228415,4.653,0.4590560657935
CN(C)c1ccc2c(-c3ccc(B(O)O)cc3)c3ccc(=[N+](C)C)cc-3oc2c1,-10.3823951202873,3.175,-4.07988459470165
COC(=O)OC,-10.89655424080705,7.02,2.1937274399609
CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@@H]3C)cc2OC)nc2[nH]ccc12,-7.34350927205845,4.48,0.7000128804112501
CCCCCCCCc1ccc(-c2ccc(CCCCC3(c4cc(CCCCCC)cc(CCCCCC)c4)c4cc(C)ccc4-c4ccc(C)cc43)cc2)cc1,-7.65992325741985,4.604,0.72793176147255
CCCCCCCC(C)(C)C,-10.52479229825395,8.941,2.38145878542085
CCCN(C)CCC,-8.235035880451601,6.528,2.4748482589124503
CCCCCCCCCCCCc1c2cc(C)c(=O)c2c(CCCCCCCCCCCC)c2cc(C)c(=O)c12,-8.0632231952459,2.497,-1.43825775681775
Cc1cc(C)c(C2C(=O)CC(Cc3ccccn3)C2=O)c(C)c1,-8.3209150116694,4.278,0.61908622127255
CCOC(=O)c1cccc(N)c1,-8.12028546969575,4.507,0.5468399939648
CCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OCCCCCCCCCCCCCCCCCC)cc6)s5)=C4C(=O)N3C(=O)OC(C)(C)C)s2)cc1,-6.99585661665965,2.554,-1.45806764513415
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cccc([Si](c2ccccc2)(c2ccccc2)c2ccc3c(c2)-c2cc(-n4c5ccc(C)cc5c5cc(C)ccc54)ccc2C3)c1,-7.29768529963425,4.248,0.4770155799265
C(=C(c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2)c1ccc(-c2nc(-c3cc4ccccc4s3)nc(-c3cc4ccccc4s3)n2)cc1,-7.5397849924241,3.728,-0.7258364848237
CC1(C)CC2C=CC1c1cc3cc4c(cc3cc12)S/C(=C1/Sc2cc3cc5c(cc3cc2S1)C1C=CC5CC1(C)C)S4,-6.798682920587351,3.27,0.3721973247139
c1ccc(-n2c3ccc(-c4ccc5oc6ccc(-n7c8ccccc8c8cc(-c9ccccc9-c9ccccn9)ccc87)cc6c5c4)cc3c3ncccc32)cc1,-7.497253597590951,4.261,0.21184063261425
Cc1ccc(Oc2c(F)cc(C=O)cc2F)cc1,-8.68024135125465,3.901,-0.520281682156
C#Cc1cnc(Nc2cc(NC[C@@H]3CNCCO3)c(-c3cccc(F)c3)cn2)cn1,-7.8084157856377,4.318,0.1985342653248
CN1c2ccc3ccccc3c2-c2ccccc2-c2c1ccc1ccccc21,-7.44849079558135,3.907,0.27214106188505
